Accession Number,Transcript Id,FPKM Value
NW_006430045.1,2837,4.58
NW_006436283.1,28370,0.0
NW_006436283.1,28371,10.11
NW_006436283.1,28372,2.89
NW_006436283.1,28373,4.31
NW_006436283.1,28374,2.44
NW_006436283.1,28375,7.56
NW_006436283.1,28376,15.28
NW_006436283.1,28377,5.96
NW_006436283.1,28378,0.0
NW_006436283.1,28379,21.73
NW_006430045.1,2838,0.0
NW_006436283.1,28380,21.02
NW_006436283.1,28381,0.0
NW_006436283.1,28382,2.44
NW_006436283.1,28383,2.11
NW_006436283.1,28384,2.56
NW_006436283.1,28385,1.58
NW_006436283.1,28386,0.0
NW_006436283.1,28387,5.19
NW_006436283.1,28388,0.0
NW_006436283.1,28389,11.12
NW_006430045.1,2839,6.86
NW_006436283.1,28390,1.37
NW_006436283.1,28391,0.48
NW_006436283.1,28392,20.25
NW_006436283.1,28393,3.04
NW_006436283.1,28394,35.12
NW_006436283.1,28395,1.26
NW_006436283.1,28396,7.99
NW_006436283.1,28397,1.42
NW_006436283.1,28398,3.37
NW_006436283.1,28399,0.57
NW_006429611.1,284,0.0
NW_006430045.1,2840,6.48
NW_006436283.1,28400,1.51
NW_006436283.1,28401,8.14
NW_006436283.1,28402,0.0
NW_006436283.1,28403,11.11
NW_006436283.1,28404,4.13
NW_006436283.1,28405,2.79
NW_006436283.1,28406,1.07
NW_006436283.1,28407,0.63
NW_006436283.1,28408,3.49
NW_006436283.1,28409,13.47
NW_006430045.1,2841,2.19
NW_006436283.1,28410,0.0
NW_006436283.1,28411,8.29
NW_006436283.1,28412,4.44
NW_006436283.1,28413,4.0
NW_006436283.1,28414,12.4
NW_006436283.1,28415,13.06
NW_006436283.1,28416,3.17
NW_006436283.1,28417,0.0
NW_006436283.1,28418,2.28
NW_006436283.1,28419,4.52
NW_006430045.1,2842,0.76
NW_006436283.1,28420,1.24
NW_006436283.1,28421,1.49
NW_006436283.1,28422,0.81
NW_006436283.1,28423,1.06
NW_006436283.1,28424,6.66
NW_006436283.1,28425,6.13
NW_006436283.1,28426,3.03
NW_006436283.1,28427,4.53
NW_006436283.1,28428,0.0
NW_006436283.1,28429,1.49
NW_006430045.1,2843,4.57
NW_006436283.1,28430,47.89
NW_006436283.1,28431,1.05
NW_006436283.1,28432,6.24
NW_006436283.1,28433,107.21
NW_006436283.1,28434,3.12
NW_006436283.1,28435,0.0
NW_006436283.1,28436,7.91
NW_006436283.1,28437,3.91
NW_006436283.1,28438,4.99
NW_006436283.1,28439,2.77
NW_006430045.1,2844,7.63
NW_006436283.1,28440,1.37
NW_006436283.1,28441,6.36
NW_006436283.1,28442,5.46
NW_006436283.1,28443,3.98
NW_006436283.1,28444,4.12
NW_006436283.1,28445,3.32
NW_006436283.1,28446,23.36
NW_006436283.1,28447,2.0
NW_006436283.1,28448,0.0
NW_006436283.1,28449,17.13
NW_006430045.1,2845,143.6
NW_006436283.1,28450,10.03
NW_006436283.1,28451,6.71
NW_006436283.1,28452,8.58
NW_006436283.1,28453,7.18
NW_006436283.1,28454,0.0
NW_006436283.1,28455,0.54
NW_006436283.1,28456,2.32
NW_006436283.1,28457,0.0
NW_006436283.1,28458,7.94
NW_006436283.1,28459,3.02
NW_006430045.1,2846,0.0
NW_006436283.1,28460,4.66
NW_006436283.1,28461,21.39
NW_006436283.1,28462,4.35
NW_006436283.1,28463,16.96
NW_006436283.1,28464,17.39
NW_006436283.1,28465,4.6
NW_006436283.1,28466,10.11
NW_006436283.1,28467,0.56
NW_006436283.1,28468,11.36
NW_006436283.1,28469,1.56
NW_006430045.1,2847,4.41
NW_006436283.1,28470,0.0
NW_006436283.1,28471,4.17
NW_006436283.1,28472,2.27
NW_006436283.1,28473,2.69
NW_006436283.1,28474,8.38
NW_006436283.1,28475,7.22
NW_006436283.1,28476,0.0
NW_006436283.1,28477,3.96
NW_006436283.1,28478,0.0
NW_006436283.1,28479,10.42
NW_006430045.1,2848,2.07
NW_006436283.1,28480,8.36
NW_006436283.1,28481,2.86
NW_006436283.1,28482,4.42
NW_006436283.1,28483,3.58
NW_006482440.1,28484,4.53
NW_006436283.1,28485,6.34
NW_006436283.1,28486,2.5
NW_006436283.1,28487,5.37
NW_006436283.1,28488,3.07
NW_006436283.1,28489,7.93
NW_006430045.1,2849,0.0
NW_006436283.1,28490,1.7
NW_006436283.1,28491,6.06
NW_006436283.1,28492,3.81
NW_006436283.1,28493,5.8
NW_006436283.1,28494,6.61
NW_006436283.1,28495,1.49
NW_006436283.1,28496,3.94
NW_006436283.1,28497,12.06
NW_006436283.1,28498,4.47
NW_006436283.1,28499,20.51
NW_006429611.1,285,96.95
NW_006430045.1,2850,0.0
NW_006436283.1,28500,6.1
NW_006436283.1,28501,3.78
NW_006436283.1,28502,7.86
NW_006436283.1,28503,10.59
NW_006436283.1,28504,1.11
NW_006436283.1,28505,0.0
NW_006436283.1,28506,1.88
NW_006436283.1,28507,55.45
NW_006436283.1,28508,3.42
NW_006436283.1,28509,3.14
NW_006430045.1,2851,62.43
NW_006436283.1,28510,0.9
NW_006436283.1,28511,0.45
NW_006436283.1,28512,0.36
NW_006436283.1,28513,3.74
NW_006436283.1,28514,0.92
NW_006436283.1,28515,0.0
NW_006436283.1,28516,23.53
NW_006436283.1,28517,4.82
NW_006436283.1,28518,0.71
NW_006436283.1,28519,4.71
NW_006430045.1,2852,2.46
NW_006436283.1,28520,4.17
NW_006436283.1,28521,4.36
NW_006436283.1,28522,17.94
NW_006436283.1,28523,10.24
NW_006436283.1,28524,3.42
NW_006436283.1,28525,36.18
NW_006436283.1,28526,12.99
NW_006436283.1,28527,29.72
NW_006436283.1,28528,4.01
NW_006436283.1,28529,2.25
NW_006430045.1,2853,2.62
NW_006436283.1,28530,14.17
NW_006436283.1,28531,15.67
NW_006436283.1,28532,8.69
NW_006436283.1,28533,5.52
NW_006436283.1,28534,7.26
NW_006436283.1,28535,2.11
NW_006436283.1,28536,0.0
NW_006436283.1,28537,1.87
NW_006436283.1,28538,2.62
NW_006436283.1,28539,3.08
NW_006430045.1,2854,0.0
NW_006436283.1,28540,1.59
NW_006436283.1,28541,3.68
NW_006436283.1,28542,6.59
NW_006436283.1,28543,7.85
NW_006436283.1,28544,12.31
NW_006436283.1,28545,0.39
NW_006436283.1,28546,6.78
NW_006436283.1,28547,0.35
NW_006436283.1,28548,2.81
NW_006436283.1,28549,2.12
NW_006430045.1,2855,4.79
NW_006436283.1,28550,8.58
NW_006436283.1,28551,3.21
NW_006436283.1,28552,5.39
NW_006436283.1,28553,32.44
NW_006436283.1,28554,3.04
NW_006436283.1,28555,0.0
NW_006436283.1,28556,1.49
NW_006436283.1,28557,2.95
NW_006436283.1,28558,6.84
NW_006436283.1,28559,1.1
NW_006430045.1,2856,57.99
NW_006436283.1,28560,8.32
NW_006436283.1,28561,5.52
NW_006436283.1,28562,1.43
NW_006436283.1,28563,1.17
NW_006436283.1,28564,6.59
NW_006436283.1,28565,0.74
NW_006436283.1,28566,1.85
NW_006436283.1,28567,4.59
NW_006436283.1,28568,9.37
NW_006436283.1,28569,3.48
NW_006430045.1,2857,3.21
NW_006436283.1,28570,6.53
NW_006436283.1,28571,2.88
NW_006436283.1,28572,10.76
NW_006436283.1,28573,12.92
NW_006436283.1,28574,1.87
NW_006436283.1,28575,4.35
NW_006436283.1,28576,38.41
NW_006436283.1,28577,4.12
NW_006436283.1,28578,1.61
NW_006436283.1,28579,9.35
NW_006430045.1,2858,4.69
NW_006436283.1,28580,21.49
NW_006436283.1,28581,14.92
NW_006436283.1,28582,22.7
NW_006436283.1,28583,6.29
NW_006436283.1,28584,0.0
NW_006436283.1,28585,0.0
NW_006436283.1,28586,0.0
NW_006436283.1,28587,1.5
NW_006436283.1,28588,17.27
NW_006436283.1,28589,0.0
NW_006430045.1,2859,2.3
NW_006436283.1,28590,8.69
NW_006436283.1,28591,85.65
NW_006436283.1,28592,21.02
NW_006436283.1,28593,5.96
NW_006436283.1,28594,7.81
NW_006436283.1,28595,10.37
NW_006431912.1,28596,80.23
NW_006431912.1,28597,802.06
NW_006436283.1,28598,5.79
NW_006436283.1,28599,1.34
NW_006429611.1,286,15.79
NW_006430045.1,2860,3.11
NW_006436283.1,28600,18.63
NW_006436283.1,28601,8.17
NW_006436283.1,28602,0.66
NW_006436283.1,28603,1.82
NW_006436283.1,28604,4.93
NW_006436283.1,28605,13.87
NW_006436283.1,28606,1.75
NW_006436283.1,28607,3.5
NW_006436283.1,28608,5.31
NW_006436283.1,28609,10.83
NW_006430045.1,2861,4.7
NW_006436283.1,28610,1.09
NW_006436283.1,28611,22.76
NW_006436283.1,28612,3.69
NW_006436283.1,28613,6.63
NW_006436283.1,28614,4.4
NW_006436283.1,28615,2.34
NW_006436283.1,28616,6.71
NW_006436283.1,28617,3.39
NW_006436283.1,28618,2.44
NW_006436283.1,28619,1.24
NW_006430045.1,2862,4.67
NW_006436283.1,28620,4.3
NW_006436283.1,28621,5.22
NW_006436283.1,28622,5.26
NW_006436283.1,28623,3.69
NW_006436283.1,28624,1.53
NW_006436283.1,28625,6.73
NW_006436283.1,28626,2.44
NW_006436283.1,28627,4.2
NW_006436283.1,28628,4.39
NW_006436283.1,28629,6.33
NW_006430045.1,2863,2.05
NW_006436283.1,28630,1.04
NW_006436283.1,28631,61.88
NW_006436283.1,28632,5.82
NW_006436283.1,28633,0.0
NW_006436283.1,28634,5.6
NW_006436283.1,28635,1.17
NW_006436283.1,28636,4.73
NW_006436283.1,28637,3.19
NW_006436283.1,28638,4.2
NW_006436283.1,28639,4.52
NW_006430045.1,2864,11.32
NW_006436283.1,28640,1.46
NW_006436283.1,28641,1.23
NW_006436283.1,28642,11.06
NW_006436283.1,28643,0.0
NW_006436283.1,28644,0.0
NW_006436283.1,28645,0.99
NW_006436283.1,28646,19.13
NW_006436283.1,28647,0.44
NW_006436283.1,28648,0.0
NW_006436283.1,28649,5.75
NW_006430045.1,2865,2.19
NW_006436283.1,28650,25.37
NW_006436283.1,28651,4.8
NW_006436283.1,28652,5.25
NW_006436283.1,28653,2.36
NW_006436283.1,28654,2.32
NW_006436283.1,28655,3.83
NW_006436283.1,28656,5.01
NW_006436283.1,28657,3.38
NW_006436283.1,28658,8.79
NW_006436283.1,28659,6.99
NW_006430045.1,2866,2.76
NW_006436283.1,28660,1.58
NW_006436283.1,28661,20.57
NW_006436283.1,28662,2.69
NW_006436283.1,28663,3.56
NW_006436283.1,28664,8.4
NW_006436283.1,28665,0.0
NW_006436283.1,28666,11.02
NW_006436283.1,28667,3.02
NW_006436283.1,28668,57.86
NW_006436283.1,28669,2.61
NW_006430045.1,2867,31.19
NW_006436283.1,28670,4.25
NW_006436283.1,28671,14.92
NW_006436283.1,28672,5.23
NW_006436283.1,28673,8.64
NW_006436283.1,28674,0.0
NW_006436283.1,28675,51.63
NW_006436283.1,28676,4.45
NW_006436283.1,28677,0.0
NW_006436283.1,28678,1.88
NW_006436283.1,28679,5.59
NW_006430045.1,2868,4.9
NW_006436283.1,28680,0.0
NW_006436283.1,28681,1.86
NW_006436283.1,28682,7.11
NW_006436283.1,28683,0.0
NW_006436283.1,28684,5.26
NW_006436283.1,28685,4.85
NW_006436283.1,28686,24.88
NW_006436283.1,28687,12.94
NW_006436283.1,28688,10.29
NW_006436283.1,28689,7.37
NW_006430045.1,2869,3.05
NW_006436283.1,28690,10.13
NW_006436283.1,28691,31.83
NW_006436283.1,28692,0.29
NW_006436283.1,28693,0.0
NW_006436283.1,28694,2.63
NW_006436283.1,28695,17.79
NW_006436283.1,28696,7.73
NW_006436283.1,28697,10.35
NW_006436283.1,28698,32.11
NW_006436283.1,28699,0.0
NW_006429611.1,287,19.97
NW_006430045.1,2870,22.75
NW_006436283.1,28700,8.51
NW_006436283.1,28701,13.22
NW_006436283.1,28702,2.74
NW_006436283.1,28703,8.6
NW_006436283.1,28704,15.69
NW_006436283.1,28705,7.62
NW_006436283.1,28706,22.22
NW_006436283.1,28707,2.55
NW_006436283.1,28708,21.63
NW_006436283.1,28709,3.58
NW_006430045.1,2871,25.81
NW_006436283.1,28710,1.79
NW_006436283.1,28711,83.67
NW_006436283.1,28712,23.46
NW_006436283.1,28713,0.72
NW_006436283.1,28714,2.91
NW_006436283.1,28715,0.59
NW_006436283.1,28716,1.4
NW_006436283.1,28717,5.32
NW_006436283.1,28718,6.21
NW_006436283.1,28719,6.65
NW_006430045.1,2872,0.0
NW_006436283.1,28720,6.45
NW_006436283.1,28721,41.32
NW_006436283.1,28722,3.82
NW_006436283.1,28723,3.62
NW_006436283.1,28724,129.5
NW_006436283.1,28725,14.71
NW_006436283.1,28726,16.24
NW_006436283.1,28727,1.6
NW_006436283.1,28728,224.29
NW_006436283.1,28729,4.3
NW_006430045.1,2873,12.99
NW_006436283.1,28730,467.11
NW_006436283.1,28731,6.57
NW_006436283.1,28732,37.05
NW_006436283.1,28733,0.64
NW_006436283.1,28734,2.62
NW_006436283.1,28735,5.4
NW_006436283.1,28736,14.49
NW_006436283.1,28737,28.15
NW_006436283.1,28738,9.42
NW_006436283.1,28739,0.81
NW_006430045.1,2874,1.3
NW_006436283.1,28740,0.0
NW_006436283.1,28741,9.53
NW_006436283.1,28742,1.78
NW_006436283.1,28743,0.0
NW_006436283.1,28744,0.55
NW_006436283.1,28745,1402.51
NW_006436283.1,28746,3.52
NW_006436283.1,28747,12.19
NW_006436283.1,28748,1.39
NW_006436283.1,28749,2.59
NW_006430045.1,2875,19.98
NW_006436283.1,28750,5.5
NW_006436283.1,28751,3.66
NW_006436283.1,28752,2.77
NW_006436283.1,28753,2.54
NW_006436283.1,28754,0.0
NW_006436283.1,28755,2.31
NW_006436283.1,28756,0.0
NW_006436283.1,28757,8.05
NW_006436283.1,28758,1.12
NW_006436283.1,28759,3.59
NW_006430045.1,2876,34.97
NW_006436283.1,28760,3.44
NW_006436283.1,28761,1.82
NW_006436283.1,28762,1.41
NW_006436283.1,28763,1.85
NW_006436283.1,28764,5.4
NW_006436283.1,28765,189.77
NW_006436283.1,28766,6.02
NW_006436283.1,28767,3.06
NW_006436283.1,28768,5.17
NW_006436283.1,28769,2.33
NW_006430045.1,2877,4.33
NW_006436283.1,28770,6.41
NW_006436283.1,28771,0.0
NW_006436283.1,28772,22.24
NW_006436283.1,28773,3.83
NW_006436283.1,28774,3.15
NW_006436283.1,28775,4.12
NW_006436283.1,28776,6.13
NW_006436283.1,28777,6.01
NW_006436283.1,28778,4.69
NW_006436283.1,28779,4.98
NW_006430045.1,2878,16.18
NW_006436283.1,28780,9.25
NW_006436283.1,28781,2.02
NW_006436283.1,28782,5.09
NW_006436283.1,28783,0.0
NW_006436283.1,28784,2.62
NW_006436283.1,28785,2.28
NW_006436283.1,28786,3.49
NW_006436283.1,28787,1.51
NW_006436283.1,28788,25.76
NW_006436283.1,28789,3.78
NW_006430045.1,2879,2.83
NW_006436283.1,28790,8.97
NW_006436283.1,28791,6.48
NW_006436283.1,28792,85.43
NW_006436283.1,28793,8.03
NW_006436283.1,28794,3.71
NW_006436283.1,28795,9.58
NW_006436283.1,28796,0.44
NW_006436283.1,28797,18.33
NW_006436283.1,28798,3.82
NW_006436283.1,28799,4.7
NW_006429611.1,288,2.24
NW_006430045.1,2880,3.19
NW_006436283.1,28800,6.61
NW_006436283.1,28801,7.56
NW_006436283.1,28802,1.23
NW_006436283.1,28803,6.4
NW_006436283.1,28804,7.63
NW_006436283.1,28805,2.36
NW_006436283.1,28806,9.74
NW_006436283.1,28807,1.18
NW_006436283.1,28808,35.39
NW_006436283.1,28809,14.25
NW_006430045.1,2881,2.97
NW_006436283.1,28810,0.0
NW_006436283.1,28811,0.0
NW_006436283.1,28812,8.31
NW_006436283.1,28813,35.69
NW_006436283.1,28814,4.05
NW_006436283.1,28815,0.0
NW_006436283.1,28816,2.31
NW_006436283.1,28817,8.81
NW_006436283.1,28818,3.24
NW_006436283.1,28819,0.76
NW_006430045.1,2882,3.25
NW_006436283.1,28820,37.56
NW_006436283.1,28821,6.41
NW_006436283.1,28822,3.1
NW_006436283.1,28823,16.89
NW_006436283.1,28824,16.25
NW_006436283.1,28825,34.73
NW_006436283.1,28826,1.43
NW_006436283.1,28827,1.61
NW_006436283.1,28828,17.16
NW_006436283.1,28829,5.94
NW_006430045.1,2883,34.63
NW_006436283.1,28830,8.69
NW_006436283.1,28831,0.55
NW_006436283.1,28832,0.0
NW_006436283.1,28833,1.78
NW_006436283.1,28834,1.11
NW_006436283.1,28835,4.24
NW_006436283.1,28836,9.15
NW_006436283.1,28837,2.44
NW_006436283.1,28838,27.48
NW_006436283.1,28839,4.07
NW_006430045.1,2884,51.22
NW_006436283.1,28840,1.74
NW_006436283.1,28841,3.06
NW_006436283.1,28842,1.93
NW_006436283.1,28843,3.16
NW_006436283.1,28844,0.93
NW_006436283.1,28845,9.51
NW_006436283.1,28846,1.21
NW_006436283.1,28847,5.12
NW_006436283.1,28848,65.85
NW_006436283.1,28849,0.71
NW_006430045.1,2885,0.0
NW_006436283.1,28850,6.81
NW_006436283.1,28851,5.08
NW_006436283.1,28852,8.09
NW_006436283.1,28853,3.61
NW_006436283.1,28854,8.54
NW_006436283.1,28855,183.57
NW_006436283.1,28856,4.63
NW_006436283.1,28857,2.67
NW_006436283.1,28858,30.98
NW_006436283.1,28859,2.67
NW_006430045.1,2886,36.15
NW_006436283.1,28860,1.66
NW_006436283.1,28861,5.19
NW_006436283.1,28862,4.14
NW_006436283.1,28863,1.2
NW_006436283.1,28864,3.21
NW_006436283.1,28865,4.45
NW_006436283.1,28866,1.94
NW_006436283.1,28867,1.12
NW_006436283.1,28868,11.51
NW_006436283.1,28869,11.04
NW_006430045.1,2887,31.7
NW_006436283.1,28870,31.57
NW_006436283.1,28871,8.63
NW_006436283.1,28872,4.89
NW_006436283.1,28873,4.36
NW_006436283.1,28874,4.66
NW_006436283.1,28875,1.31
NW_006436283.1,28876,1.14
NW_006436283.1,28877,1.11
NW_006436283.1,28878,8.76
NW_006436283.1,28879,1.87
NW_006430045.1,2888,4.24
NW_006436283.1,28880,1.21
NW_006436283.1,28881,0.0
NW_006436283.1,28882,0.7
NW_006436283.1,28883,0.59
NW_006436283.1,28884,5.84
NW_006441955.1,28885,253.82
NW_006436283.1,28886,2.6
NW_006436283.1,28887,36.24
NW_006436283.1,28888,3.93
NW_006442109.1,28889,257.11
NW_006430045.1,2889,1.12
NW_006436283.1,28890,4.09
NW_006436283.1,28891,9.44
NW_006436283.1,28892,4.66
NW_006436283.1,28893,2.38
NW_006436283.1,28894,4.48
NW_006436283.1,28895,1.37
NW_006436283.1,28896,5.79
NW_006436283.1,28897,8.53
NW_006436283.1,28898,0.0
NW_006436283.1,28899,3.05
NW_006429611.1,289,0.0
NW_006430045.1,2890,5.56
NW_006436283.1,28900,7.14
NW_006436283.1,28901,5.59
NW_006436283.1,28902,8.61
NW_006436283.1,28903,1.85
NW_006436283.1,28904,3.69
NW_006436283.1,28905,2.29
NW_006436283.1,28906,4.78
NW_006436283.1,28907,0.89
NW_006436283.1,28908,2.94
NW_006436283.1,28909,0.0
NW_006430045.1,2891,1.99
NW_006436283.1,28910,4.77
NW_006436283.1,28911,4.67
NW_006436283.1,28912,1.88
NW_006431956.1,28913,4.37
NW_006436283.1,28914,2.47
NW_006436283.1,28915,5.87
NW_006436283.1,28916,0.0
NW_006436283.1,28917,6.85
NW_006436283.1,28918,0.0
NW_006436283.1,28919,30.66
NW_006430045.1,2892,10.03
NW_006436283.1,28920,19.11
NW_006436283.1,28921,0.0
NW_006436283.1,28922,25.14
NW_006436283.1,28923,0.94
NW_006436283.1,28924,5.04
NW_006436283.1,28925,4.13
NW_006436283.1,28926,116.0
NW_006436283.1,28927,34.97
NW_006436283.1,28928,0.34
NW_006436283.1,28929,17.46
NW_006430045.1,2893,6.59
NW_006431933.1,28930,384.22
NW_006431933.1,28931,7.08
NW_006431933.1,28932,247.45
NW_006436283.1,28933,30.16
NW_006436283.1,28934,22.33
NW_006436283.1,28935,2.72
NW_006436283.1,28936,1.84
NW_006436283.1,28937,0.79
NW_006436283.1,28938,1.63
NW_006436283.1,28939,2.63
NW_006430045.1,2894,0.0
NW_006436283.1,28940,6.88
NW_006436283.1,28941,0.0
NW_006436283.1,28942,1.04
NW_006436283.1,28943,3.23
NW_006436283.1,28944,3.52
NW_006436283.1,28945,11.8
NW_006436283.1,28946,4.3
NW_006436283.1,28947,8.79
NW_006436283.1,28948,16.81
NW_006436283.1,28949,3.04
NW_006430045.1,2895,0.0
NW_006436283.1,28950,14.52
NW_006436283.1,28951,3.43
NW_006436283.1,28952,4.26
NW_006436283.1,28953,16.48
NW_006436283.1,28954,6.67
NW_006436283.1,28955,2.54
NW_006436283.1,28956,1.01
NW_006436283.1,28957,3.52
NW_006436283.1,28958,2.22
NW_006436283.1,28959,13.88
NW_006430045.1,2896,0.0
NW_006436283.1,28960,0.0
NW_006436283.1,28961,23.73
NW_006436283.1,28962,4.3
NW_006436283.1,28963,10.65
NW_006436283.1,28964,3.43
NW_006436283.1,28965,1.3
NW_006436283.1,28966,5.23
NW_006436283.1,28967,4.98
NW_006436283.1,28968,0.0
NW_006436283.1,28969,0.0
NW_006430045.1,2897,1.09
NW_006436283.1,28970,4.32
NW_006436283.1,28971,0.0
NW_006436283.1,28972,1.35
NW_006436283.1,28973,17.64
NW_006436284.1,28974,5.3
NW_006436284.1,28975,5.6
NW_006436284.1,28976,4.17
NW_006436284.1,28977,0.0
NW_006436284.1,28978,6.46
NW_006436284.1,28979,7.84
NW_006430045.1,2898,0.15
NW_006436284.1,28980,5.61
NW_006436284.1,28981,5.13
NW_006436284.1,28982,1.26
NW_006436284.1,28983,1.55
NW_006436284.1,28984,3.44
NW_006436284.1,28985,3.26
NW_006436284.1,28986,3.75
NW_006436284.1,28987,1.47
NW_006436284.1,28988,4.54
NW_006436284.1,28989,7.29
NW_006430045.1,2899,0.6
NW_006436284.1,28990,2.81
NW_006436284.1,28991,5.31
NW_006436284.1,28992,4.8
NW_006436284.1,28993,8.81
NW_006436284.1,28994,4.78
NW_006436284.1,28995,3.61
NW_006436284.1,28996,4.53
NW_006436284.1,28997,5.94
NW_006436284.1,28998,2.27
NW_006436284.1,28999,3.7
NW_006429595.1,29,0.0
NW_006429611.1,290,2.16
NW_006430045.1,2900,9.65
NW_006436284.1,29000,6.17
NW_006436284.1,29001,1.57
NW_006436284.1,29002,1.72
NW_006436284.1,29003,2.62
NW_006436284.1,29004,3.35
NW_006436284.1,29005,5.2
NW_006436284.1,29006,6.42
NW_006436284.1,29007,6.2
NW_006436284.1,29008,5.05
NW_006436284.1,29009,6.2
NW_006430045.1,2901,7.13
NW_006436284.1,29010,4.52
NW_006436284.1,29011,0.86
NW_006436284.1,29012,2.09
NW_006436284.1,29013,4.71
NW_006436284.1,29014,3.22
NW_006436284.1,29015,4.77
NW_006436284.1,29016,4.75
NW_006436284.1,29017,3.54
NW_006436284.1,29018,1.03
NW_006436284.1,29019,10.05
NW_006430045.1,2902,22.06
NW_006436284.1,29020,6.27
NW_006436284.1,29021,4.96
NW_006436284.1,29022,6.78
NW_006436284.1,29023,4.3
NW_006436284.1,29024,4.71
NW_006436284.1,29025,9.25
NW_006436284.1,29026,4.12
NW_006436284.1,29027,12.33
NW_006436284.1,29028,10.55
NW_006436284.1,29029,0.0
NW_006430045.1,2903,2.24
NW_006436284.1,29030,7.74
NW_006436284.1,29031,4.53
NW_006436284.1,29032,2.62
NW_006436284.1,29033,7.04
NW_006436284.1,29034,3.63
NW_006436284.1,29035,4.16
NW_006436284.1,29036,0.0
NW_006436284.1,29037,4.21
NW_006436284.1,29038,7.85
NW_006436284.1,29039,4.42
NW_006430045.1,2904,6.01
NW_006436284.1,29040,4.31
NW_006436284.1,29041,12.55
NW_006436284.1,29042,7.84
NW_006436284.1,29043,7.74
NW_006436284.1,29044,6.28
NW_006436284.1,29045,4.58
NW_006436284.1,29046,0.0
NW_006436284.1,29047,5.25
NW_006436284.1,29048,2.88
NW_006436284.1,29049,5.71
NW_006430045.1,2905,33.66
NW_006436284.1,29050,0.0
NW_006436284.1,29051,1.98
NW_006436284.1,29052,7.06
NW_006436284.1,29053,3.54
NW_006436284.1,29054,3.1
NW_006436284.1,29055,0.0
NW_006436284.1,29056,4.21
NW_006436284.1,29057,5.86
NW_006436284.1,29058,7.35
NW_006436284.1,29059,5.94
NW_006430045.1,2906,4.81
NW_006436284.1,29060,7.04
NW_006436284.1,29061,2.53
NW_006436284.1,29062,4.96
NW_006436284.1,29063,0.0
NW_006436284.1,29064,0.0
NW_006436284.1,29065,5.2
NW_006436284.1,29066,2.97
NW_006436284.1,29067,3.68
NW_006436284.1,29068,3.68
NW_006436284.1,29069,3.62
NW_006430045.1,2907,83.98
NW_006436284.1,29070,188.65
NW_006436284.1,29071,216.96
NW_006436284.1,29072,181.97
NW_006436284.1,29073,25.62
NW_006436284.1,29074,12.66
NW_006436284.1,29075,0.0
NW_006436284.1,29076,7.36
NW_006436284.1,29077,7.74
NW_006436284.1,29078,0.86
NW_006436284.1,29079,1.21
NW_006430045.1,2908,25.0
NW_006436284.1,29080,3.16
NW_006436284.1,29081,40.36
NW_006436284.1,29082,3.38
NW_006436284.1,29083,12.08
NW_006436284.1,29084,2.04
NW_006436284.1,29085,7.57
NW_006436284.1,29086,0.79
NW_006436284.1,29087,0.73
NW_006436284.1,29088,18.51
NW_006436284.1,29089,17.24
NW_006430045.1,2909,6.58
NW_006436284.1,29090,0.0
NW_006436284.1,29091,21.31
NW_006436284.1,29092,2.48
NW_006436284.1,29093,6.63
NW_006436284.1,29094,6.96
NW_006436284.1,29095,0.46
NW_006436284.1,29096,2.22
NW_006436284.1,29097,39.03
NW_006436284.1,29098,0.0
NW_006436284.1,29099,1.21
NW_006429611.1,291,5.65
NW_006430045.1,2910,118.06
NW_006436284.1,29100,2.79
NW_006436284.1,29101,3.42
NW_006436284.1,29102,0.0
NW_006436284.1,29103,14.32
NW_006436284.1,29104,12.75
NW_006436284.1,29105,0.0
NW_006436284.1,29106,1.25
NW_006436284.1,29107,21.77
NW_006436284.1,29108,19.82
NW_006436284.1,29109,0.7
NW_006430045.1,2911,151.44
NW_006436284.1,29110,18.52
NW_006436284.1,29111,7.78
NW_006436284.1,29112,7.69
NW_006436284.1,29113,65.88
NW_006436284.1,29114,6.32
NW_006436284.1,29115,1.65
NW_006436284.1,29116,20.42
NW_006436284.1,29117,6.28
NW_006436284.1,29118,4.38
NW_006436284.1,29119,8.66
NW_006430045.1,2912,15.56
NW_006436284.1,29120,7.59
NW_006436284.1,29121,9.94
NW_006436284.1,29122,5.91
NW_006436284.1,29123,24.68
NW_006436284.1,29124,5.97
NW_006436284.1,29125,20.51
NW_006436284.1,29126,2.08
NW_006436284.1,29127,0.63
NW_006436284.1,29128,5.58
NW_006436284.1,29129,4.76
NW_006430045.1,2913,29.92
NW_006436284.1,29130,5.89
NW_006436284.1,29131,2.07
NW_006436285.1,29132,2.66
NW_006436285.1,29133,6.12
NW_006436285.1,29134,3.21
NW_006436285.1,29135,3.96
NW_006436285.1,29136,0.0
NW_006436285.1,29137,8.88
NW_006436285.1,29138,2.1
NW_006436285.1,29139,0.0
NW_006430045.1,2914,11.26
NW_006436285.1,29140,25.32
NW_006436285.1,29141,7.18
NW_006436285.1,29142,14.44
NW_006436285.1,29143,0.0
NW_006436285.1,29144,1.56
NW_006436285.1,29145,1.03
NW_006436285.1,29146,2.56
NW_006436285.1,29147,4.01
NW_006436285.1,29148,4.06
NW_006436285.1,29149,3.72
NW_006430045.1,2915,7.61
NW_006436285.1,29150,0.0
NW_006436285.1,29151,1.57
NW_006436285.1,29152,4.37
NW_006436285.1,29153,8.0
NW_006436285.1,29154,9.48
NW_006436285.1,29155,5.9
