Accession Number,Transcript Id,FPKM Value
NW_006432451.1,11507,8.67
NW_006432451.1,11508,7.77
NW_006432451.1,11509,11.35
NW_006429782.1,1151,1.71
NW_006432451.1,11510,3.59
NW_006432451.1,11511,3.27
NW_006432451.1,11512,0.0
NW_006432451.1,11513,7.4
NW_006432451.1,11514,2.27
NW_006432451.1,11515,2.03
NW_006432451.1,11516,45.52
NW_006432451.1,11517,5.62
NW_006432451.1,11518,3.91
NW_006432451.1,11519,0.0
NW_006429782.1,1152,3.88
NW_006432451.1,11520,8.73
NW_006432451.1,11521,8.9
NW_006432451.1,11522,4.89
NW_006432451.1,11523,1.9
NW_006432451.1,11524,4.88
NW_006432451.1,11525,1.9
NW_006432451.1,11526,2.01
NW_006432451.1,11527,4.86
NW_006432451.1,11528,4.16
NW_006432451.1,11529,4.39
NW_006429782.1,1153,4.94
NW_006432451.1,11530,7.4
NW_006432451.1,11531,1.96
NW_006432451.1,11532,2.51
NW_006432451.1,11533,6.15
NW_006432451.1,11534,4.16
NW_006432451.1,11535,7.06
NW_006432451.1,11536,4.12
NW_006432451.1,11537,4.18
NW_006432451.1,11538,1.47
NW_006432451.1,11539,6.69
NW_006429782.1,1154,4.39
NW_006432451.1,11540,2.14
NW_006432451.1,11541,4.02
NW_006432451.1,11542,3.82
NW_006432451.1,11543,2.31
NW_006432451.1,11544,3.14
NW_006432451.1,11545,5.62
NW_006432451.1,11546,1.99
NW_006432451.1,11547,7.45
NW_006432451.1,11548,3.77
NW_006432451.1,11549,4.06
NW_006429782.1,1155,4.73
NW_006432451.1,11550,5.63
NW_006432451.1,11551,0.0
NW_006432451.1,11552,8.92
NW_006432451.1,11553,13.98
NW_006432451.1,11554,4.09
NW_006432451.1,11555,6.44
NW_006432451.1,11556,4.92
NW_006432451.1,11557,2.44
NW_006432451.1,11558,0.0
NW_006432451.1,11559,8.79
NW_006429782.1,1156,2.47
NW_006432451.1,11560,5.36
NW_006432451.1,11561,5.73
NW_006432451.1,11562,0.0
NW_006432451.1,11563,3.93
NW_006432451.1,11564,4.98
NW_006432451.1,11565,4.36
NW_006432451.1,11566,4.21
NW_006432451.1,11567,4.14
NW_006432451.1,11568,6.7
NW_006432451.1,11569,2.44
NW_006429782.1,1157,5.55
NW_006432451.1,11570,4.85
NW_006432451.1,11571,5.24
NW_006432451.1,11572,7.51
NW_006432451.1,11573,1.46
NW_006432451.1,11574,6.19
NW_006432451.1,11575,1.95
NW_006432451.1,11576,4.11
NW_006432451.1,11577,3.5
NW_006432451.1,11578,3.5
NW_006432451.1,11579,4.54
NW_006429782.1,1158,4.31
NW_006432451.1,11580,9.52
NW_006432451.1,11581,5.68
NW_006432451.1,11582,12.23
NW_006432451.1,11583,1.96
NW_006432451.1,11584,7.69
NW_006432451.1,11585,10.45
NW_006432451.1,11586,4.25
NW_006432451.1,11587,4.45
NW_006432451.1,11588,5.89
NW_006432451.1,11589,3.95
NW_006429782.1,1159,7.25
NW_006432451.1,11590,0.0
NW_006432451.1,11591,5.54
NW_006432451.1,11592,0.0
NW_006432451.1,11593,1.24
NW_006432451.1,11594,2.98
NW_006432451.1,11595,4.25
NW_006432451.1,11596,4.25
NW_006432451.1,11597,4.07
NW_006432451.1,11598,4.54
NW_006432451.1,11599,0.0
NW_006429596.1,116,4.79
NW_006429782.1,1160,9.41
NW_006432451.1,11600,5.27
NW_006432451.1,11601,0.0
NW_006432451.1,11602,14.19
NW_006432451.1,11603,0.0
NW_006432451.1,11604,0.0
NW_006432451.1,11605,0.0
NW_006432451.1,11606,0.0
NW_006432451.1,11607,4.92
NW_006432451.1,11608,12.0
NW_006432451.1,11609,0.0
NW_006429782.1,1161,0.31
NW_006432451.1,11610,0.0
NW_006432451.1,11611,0.0
NW_006432451.1,11612,0.0
NW_006432451.1,11613,1.37
NW_006432451.1,11614,25.43
NW_006432451.1,11615,4.41
NW_006432451.1,11616,13.05
NW_006432451.1,11617,0.33
NW_006432451.1,11618,4.67
NW_006432451.1,11619,2.21
NW_006429782.1,1162,3.22
NW_006432451.1,11620,21.5
NW_006432451.1,11621,10.23
NW_006432451.1,11622,2.34
NW_006432451.1,11623,2.09
NW_006432451.1,11624,7.14
NW_006432451.1,11625,10.0
NW_006432451.1,11626,9.73
NW_006432451.1,11627,19.22
NW_006432451.1,11628,7.5
NW_006432451.1,11629,5.82
NW_006429782.1,1163,2.03
NW_006432451.1,11630,4.25
NW_006432451.1,11631,12.37
NW_006432451.1,11632,0.0
NW_006432451.1,11633,1.87
NW_006432451.1,11634,5.5
NW_006432451.1,11635,4.89
NW_006432451.1,11636,13.23
NW_006432451.1,11637,5.09
NW_006432451.1,11638,15.14
NW_006432451.1,11639,116.96
NW_006429782.1,1164,2.77
NW_006432451.1,11640,24.14
NW_006432451.1,11641,1.88
NW_006432451.1,11642,12.59
NW_006432451.1,11643,0.0
NW_006432451.1,11644,6.88
NW_006432451.1,11645,6.35
NW_006432451.1,11646,0.84
NW_006432451.1,11647,3.17
NW_006432451.1,11648,3.92
NW_006432451.1,11649,6.72
NW_006429782.1,1165,7.11
NW_006432451.1,11650,6.72
NW_006432451.1,11651,10.32
NW_006432451.1,11652,1.88
NW_006432451.1,11653,460.6
NW_006432451.1,11654,30.9
NW_006432451.1,11655,1.7
NW_006432451.1,11656,16.23
NW_006432451.1,11657,3.78
NW_006432451.1,11658,2.56
NW_006432451.1,11659,31.95
NW_006429782.1,1166,4.42
NW_006432451.1,11660,3.48
NW_006432451.1,11661,3.71
NW_006432451.1,11662,5.16
NW_006432451.1,11663,2.17
NW_006432451.1,11664,8.66
NW_006432451.1,11665,0.0
NW_006432451.1,11666,3.77
NW_006432451.1,11667,0.0
NW_006432451.1,11668,5.83
NW_006432451.1,11669,3.84
NW_006429782.1,1167,4.86
NW_006432451.1,11670,3.06
NW_006432451.1,11671,1.29
NW_006432451.1,11672,1.02
NW_006432451.1,11673,8.09
NW_006432451.1,11674,2.62
NW_006432451.1,11675,1.2
NW_006432451.1,11676,12.5
NW_006432451.1,11677,0.75
NW_006432451.1,11678,1.97
NW_006432451.1,11679,8.11
NW_006429782.1,1168,4.73
NW_006432451.1,11680,2.23
NW_006432451.1,11681,84.41
NW_006432451.1,11682,52.26
NW_006432451.1,11683,49.23
NW_006432451.1,11684,14.25
NW_006432451.1,11685,0.57
NW_006432451.1,11686,3.54
NW_006432451.1,11687,7.91
NW_006432451.1,11688,0.79
NW_006432451.1,11689,1.66
NW_006429782.1,1169,4.29
NW_006432451.1,11690,16.33
NW_006432451.1,11691,10.08
NW_006432451.1,11692,1.87
NW_006432451.1,11693,0.0
NW_006432451.1,11694,4.36
NW_006432451.1,11695,10.86
NW_006432451.1,11696,3.22
NW_006432451.1,11697,9.38
NW_006432451.1,11698,10.68
NW_006432451.1,11699,0.0
NW_006429596.1,117,1.26
NW_006429782.1,1170,3.9
NW_006432451.1,11700,6.91
NW_006432451.1,11701,9.83
NW_006432451.1,11702,11.66
NW_006432451.1,11703,12.06
NW_006432451.1,11704,0.0
NW_006432451.1,11705,20.69
NW_006432451.1,11706,3.75
NW_006432451.1,11707,20.77
NW_006432451.1,11708,0.53
NW_006442484.1,11709,14.51
NW_006429782.1,1171,3.25
NW_006432451.1,11710,42.3
NW_006430561.1,11711,1590.5
NW_006430561.1,11712,0.0
NW_006432451.1,11713,47.64
NW_006432451.1,11714,53.73
NW_006432451.1,11715,17.02
NW_006432451.1,11716,19.48
NW_006432451.1,11717,5.77
NW_006432451.1,11718,3.14
NW_006432451.1,11719,11.3
NW_006429782.1,1172,4.7
NW_006432451.1,11720,1.73
NW_006432451.1,11721,0.0
NW_006432451.1,11722,42.69
NW_006432451.1,11723,29.24
NW_006432451.1,11724,0.94
NW_006432451.1,11725,4.98
NW_006432451.1,11726,12.89
NW_006432451.1,11727,6.88
NW_006432451.1,11728,11.5
NW_006432451.1,11729,33.1
NW_006429782.1,1173,3.22
NW_006432451.1,11730,4.5
NW_006432451.1,11731,1.73
NW_006432451.1,11732,1.73
NW_006432451.1,11733,0.35
NW_006432451.1,11734,0.35
NW_006432451.1,11735,0.0
NW_006432451.1,11736,0.0
NW_006432451.1,11737,0.26
NW_006432451.1,11738,0.26
NW_006432451.1,11739,33.76
NW_006429782.1,1174,4.63
NW_006432451.1,11740,5.66
NW_006432451.1,11741,6.13
NW_006432451.1,11742,7.74
NW_006432452.1,11743,56.37
NW_006432491.1,11744,1.52
NW_006432491.1,11745,7.71
NW_006432491.1,11746,11.78
NW_006432491.1,11747,10.24
NW_006432491.1,11748,6.74
NW_006432491.1,11749,3.4
NW_006429782.1,1175,6.2
NW_006432491.1,11750,2.71
NW_006432491.1,11751,8.69
NW_006432491.1,11752,14.96
NW_006432491.1,11753,2.16
NW_006432596.1,11754,9.6
NW_006432634.1,11755,2.9
NW_006432669.1,11756,4.6
NW_006432669.1,11757,5.96
NW_006432669.1,11758,1.99
NW_006432669.1,11759,9.4
NW_006429782.1,1176,5.41
NW_006432669.1,11760,9.05
NW_006432669.1,11761,0.0
NW_006432669.1,11762,5.77
NW_006432669.1,11763,8.33
NW_006432669.1,11764,6.75
NW_006432669.1,11765,14.6
NW_006432669.1,11766,13.45
NW_006432669.1,11767,6.97
NW_006432669.1,11768,19.44
NW_006432669.1,11769,14.41
NW_006429782.1,1177,2.4
NW_006432669.1,11770,16.92
NW_006432669.1,11771,16.72
NW_006432669.1,11772,19.95
NW_006432669.1,11773,9.83
NW_006432669.1,11774,0.85
NW_006432669.1,11775,7.53
NW_006432669.1,11776,1.11
NW_006432669.1,11777,3.05
NW_006432669.1,11778,5.85
NW_006432669.1,11779,12.3
NW_006429782.1,1178,4.54
NW_006432669.1,11780,27.92
NW_006432669.1,11781,8.82
NW_006432669.1,11782,4.89
NW_006432669.1,11783,18.51
NW_006432669.1,11784,32.6
NW_006432669.1,11785,5.62
NW_006432669.1,11786,4.59
NW_006432669.1,11787,1.62
NW_006432669.1,11788,4.24
NW_006432669.1,11789,4.9
NW_006429782.1,1179,29.38
NW_006432669.1,11790,3.75
NW_006432669.1,11791,5.45
NW_006432669.1,11792,5.71
NW_006432669.1,11793,5.89
NW_006432669.1,11794,7.45
NW_006432669.1,11795,2.52
NW_006432669.1,11796,5.08
NW_006432669.1,11797,5.66
NW_006432669.1,11798,4.94
NW_006432669.1,11799,4.92
NW_006429596.1,118,2.4
NW_006429782.1,1180,4.01
NW_006432669.1,11800,6.25
NW_006432669.1,11801,5.75
NW_006432669.1,11802,4.67
NW_006432669.1,11803,5.19
NW_006432669.1,11804,5.58
NW_006432669.1,11805,41.77
NW_006432669.1,11806,25.62
NW_006432669.1,11807,14.28
NW_006432669.1,11808,0.0
NW_006432669.1,11809,6.19
NW_006429782.1,1181,2.94
NW_006432669.1,11810,1.54
NW_006432669.1,11811,0.0
NW_006432669.1,11812,26.18
NW_006432669.1,11813,4.31
NW_006432669.1,11814,2.96
NW_006432669.1,11815,4.49
NW_006432669.1,11816,4.51
NW_006432669.1,11817,2.08
NW_006432669.1,11818,3.44
NW_006432669.1,11819,4.66
NW_006429782.1,1182,7.85
NW_006432669.1,11820,4.07
NW_006432669.1,11821,3.9
NW_006432669.1,11822,19.28
NW_006432669.1,11823,5.59
NW_006432669.1,11824,0.59
NW_006432669.1,11825,6.44
NW_006432669.1,11826,5.01
NW_006432669.1,11827,4.77
NW_006432669.1,11828,4.57
NW_006432669.1,11829,4.24
NW_006429782.1,1183,5.96
NW_006432669.1,11830,7.81
NW_006432669.1,11831,1.18
NW_006432669.1,11832,0.0
NW_006432669.1,11833,0.0
NW_006432669.1,11834,0.0
NW_006432669.1,11835,4.6
NW_006432669.1,11836,0.0
NW_006432669.1,11837,0.29
NW_006432669.1,11838,7.28
NW_006432669.1,11839,12.43
NW_006429782.1,1184,4.46
NW_006432669.1,11840,13.44
NW_006432669.1,11841,1.94
NW_006432669.1,11842,2.1
NW_006432669.1,11843,14.42
NW_006432669.1,11844,15.54
NW_006432669.1,11845,13.32
NW_006432669.1,11846,16.06
NW_006432669.1,11847,5.46
NW_006432669.1,11848,9.03
NW_006432669.1,11849,7.5
NW_006429782.1,1185,6.75
NW_006432669.1,11850,4.33
NW_006432669.1,11851,4.02
NW_006432669.1,11852,6.1
NW_006432669.1,11853,5.55
NW_006432669.1,11854,0.79
NW_006432669.1,11855,0.97
NW_006432669.1,11856,1.4
NW_006432669.1,11857,1.06
NW_006432669.1,11858,3.69
NW_006432669.1,11859,1.59
NW_006429782.1,1186,3.92
NW_006432669.1,11860,4.02
NW_006432669.1,11861,7.23
NW_006432669.1,11862,4.3
NW_006432669.1,11863,3.62
NW_006432669.1,11864,3.75
NW_006432669.1,11865,5.86
NW_006432669.1,11866,4.86
NW_006432669.1,11867,3.77
NW_006432669.1,11868,3.91
NW_006432669.1,11869,3.93
NW_006429782.1,1187,6.41
NW_006432669.1,11870,5.41
NW_006432669.1,11871,8.01
NW_006432669.1,11872,6.11
NW_006432669.1,11873,3.21
NW_006432669.1,11874,1.93
NW_006432669.1,11875,8.14
NW_006432669.1,11876,9.41
NW_006432669.1,11877,5.01
NW_006432669.1,11878,6.59
NW_006432669.1,11879,4.26
NW_006429782.1,1188,4.43
NW_006432669.1,11880,3.09
NW_006432669.1,11881,11.78
NW_006432669.1,11882,2.16
NW_006432669.1,11883,3.64
NW_006432669.1,11884,30.15
NW_006432669.1,11885,11.34
NW_006432669.1,11886,2.59
NW_006432669.1,11887,4.32
NW_006432669.1,11888,5.8
NW_006432669.1,11889,4.59
NW_006429782.1,1189,7.32
NW_006432669.1,11890,3.62
NW_006432669.1,11891,4.05
NW_006432669.1,11892,4.89
NW_006432669.1,11893,2.4
NW_006432669.1,11894,2.22
NW_006432669.1,11895,2.62
NW_006432669.1,11896,4.3
NW_006432669.1,11897,6.27
NW_006432669.1,11898,1.2
NW_006432669.1,11899,6.21
NW_006429596.1,119,1.67
NW_006429782.1,1190,5.61
NW_006432669.1,11900,1.46
NW_006432669.1,11901,2.31
NW_006432669.1,11902,1.88
NW_006432669.1,11903,3.69
NW_006432669.1,11904,4.59
NW_006432669.1,11905,6.04
NW_006432669.1,11906,5.66
NW_006432669.1,11907,2.98
NW_006432669.1,11908,4.84
NW_006432669.1,11909,1.93
NW_006429782.1,1191,7.46
NW_006432669.1,11910,2.64
NW_006432669.1,11911,6.21
NW_006432669.1,11912,1.15
NW_006432669.1,11913,14.35
NW_006432669.1,11914,11.6
NW_006432669.1,11915,2.97
NW_006432669.1,11916,4.63
NW_006432669.1,11917,3.54
NW_006432669.1,11918,3.48
NW_006432669.1,11919,5.59
NW_006429782.1,1192,11.57
NW_006432669.1,11920,1.87
NW_006432669.1,11921,5.58
NW_006432669.1,11922,6.48
NW_006432669.1,11923,4.47
NW_006432669.1,11924,4.58
NW_006432669.1,11925,2.62
NW_006432669.1,11926,3.89
NW_006432669.1,11927,4.47
NW_006432669.1,11928,2.74
NW_006432669.1,11929,3.74
NW_006429782.1,1193,8.66
NW_006432669.1,11930,5.21
NW_006432669.1,11931,7.53
NW_006432669.1,11932,5.74
NW_006432669.1,11933,2.93
NW_006432669.1,11934,4.11
NW_006432669.1,11935,3.91
NW_006432669.1,11936,4.78
NW_006432669.1,11937,3.58
NW_006432669.1,11938,4.58
NW_006432669.1,11939,5.07
NW_006429782.1,1194,9.92
NW_006432669.1,11940,2.15
NW_006432669.1,11941,3.27
NW_006432669.1,11942,1.83
NW_006432669.1,11943,2.52
NW_006432669.1,11944,7.86
NW_006432669.1,11945,4.54
NW_006432669.1,11946,3.09
NW_006432669.1,11947,4.72
NW_006432669.1,11948,2.75
NW_006432669.1,11949,5.11
NW_006429782.1,1195,6.32
NW_006432669.1,11950,0.0
NW_006432669.1,11951,8.56
NW_006432669.1,11952,6.33
NW_006432669.1,11953,4.02
NW_006432669.1,11954,10.68
NW_006432669.1,11955,4.36
NW_006432669.1,11956,6.83
NW_006432669.1,11957,1.47
NW_006432669.1,11958,14.76
NW_006432669.1,11959,3.0
NW_006429782.1,1196,4.6
NW_006432669.1,11960,6.87
NW_006432669.1,11961,0.0
NW_006432669.1,11962,2.74
NW_006432669.1,11963,3.19
NW_006432669.1,11964,0.48
NW_006432669.1,11965,0.0
NW_006432669.1,11966,5.47
NW_006432669.1,11967,0.63
NW_006432669.1,11968,0.0
NW_006432669.1,11969,5.75
NW_006429782.1,1197,4.25
NW_006432669.1,11970,6.82
NW_006432669.1,11971,12.66
NW_006432669.1,11972,1.5
NW_006432669.1,11973,10.5
NW_006432669.1,11974,14.38
NW_006432669.1,11975,0.0
NW_006432669.1,11976,46.55
NW_006432669.1,11977,5.72
NW_006432669.1,11978,4.14
NW_006432669.1,11979,8.62
NW_006429782.1,1198,1.49
NW_006432669.1,11980,7.03
NW_006432669.1,11981,6.55
NW_006432669.1,11982,3.17
NW_006432669.1,11983,1.75
NW_006432669.1,11984,1.77
NW_006432669.1,11985,4.16
NW_006432669.1,11986,6.81
NW_006432669.1,11987,4.96
NW_006432669.1,11988,14.89
NW_006432669.1,11989,6.74
NW_006429782.1,1199,2.68
NW_006432669.1,11990,5.51
NW_006432669.1,11991,7.1
NW_006432669.1,11992,0.88
NW_006432669.1,11993,9.04
NW_006432669.1,11994,5.78
NW_006432669.1,11995,0.0
NW_006432669.1,11996,7.02
NW_006432669.1,11997,97.45
NW_006432669.1,11998,594.97
NW_006432669.1,11999,0.85
NW_006429330.1,12,0.0
NW_006429596.1,120,10.11
NW_006429782.1,1200,3.85
NW_006432669.1,12000,0.0
NW_006432669.1,12001,0.0
NW_006432669.1,12002,28.21
NW_006432669.1,12003,5.74
NW_006432669.1,12004,2.94
NW_006432669.1,12005,2.95
NW_006432669.1,12006,7.23
NW_006432669.1,12007,4.8
NW_006432669.1,12008,2.15
NW_006432669.1,12009,2.98
NW_006429782.1,1201,4.47
NW_006432669.1,12010,0.0
NW_006432669.1,12011,3.69
NW_006432669.1,12012,4.81
NW_006432669.1,12013,0.0
NW_006432674.1,12014,2.19
NW_006432808.1,12015,0.96
NW_006432808.1,12016,2.73
NW_006432938.1,12017,4.02
NW_006432938.1,12018,4.64
NW_006432938.1,12019,3.68
NW_006429782.1,1202,3.57
NW_006432938.1,12020,8.49
NW_006432938.1,12021,5.2
NW_006432938.1,12022,5.25
NW_006432938.1,12023,2.59
NW_006432938.1,12024,4.86
NW_006432938.1,12025,3.09
NW_006432938.1,12026,6.36
NW_006432938.1,12027,5.9
NW_006432940.1,12028,4.14
NW_006432940.1,12029,1.84
NW_006429782.1,1203,11.42
NW_006432940.1,12030,1.75
NW_006432940.1,12031,2.29
NW_006432940.1,12032,4.21
NW_006432940.1,12033,3.99
NW_006432940.1,12034,7.45
NW_006432940.1,12035,5.48
NW_006432940.1,12036,1.49
NW_006432943.1,12037,6.14
NW_006432943.1,12038,9.14
NW_006432943.1,12039,3.2
NW_006429782.1,1204,7.35
NW_006432943.1,12040,3.57
NW_006432943.1,12041,0.0
NW_006432943.1,12042,4.3
NW_006432943.1,12043,6.01
NW_006432943.1,12044,26.49
NW_006432943.1,12045,6.94
NW_006432943.1,12046,5.29
NW_006432943.1,12047,12.96
NW_006432943.1,12048,4.12
NW_006432943.1,12049,2.85
NW_006429782.1,1205,11.96
NW_006432943.1,12050,12.01
NW_006432943.1,12051,2.41
NW_006432943.1,12052,38.5
NW_006432943.1,12053,1.58
NW_006432943.1,12054,3.67
NW_006432943.1,12055,2.0
NW_006432943.1,12056,11.91
NW_006432943.1,12057,18.47
NW_006432943.1,12058,3.46
NW_006432943.1,12059,3.47
NW_006429782.1,1206,11.43
NW_006432943.1,12060,4.51
NW_006432943.1,12061,11.68
NW_006432943.1,12062,10.72
NW_006432943.1,12063,170.26
NW_006432943.1,12064,0.0
NW_006432943.1,12065,6.36
NW_006432943.1,12066,16.98
NW_006432943.1,12067,6.17
NW_006432943.1,12068,1.76
NW_006432943.1,12069,18.02
NW_006429782.1,1207,1.01
NW_006437736.1,12070,10.05
NW_006432943.1,12071,0.0
NW_006432943.1,12072,14.86
NW_006432943.1,12073,1.83
NW_006432943.1,12074,0.0
NW_006432943.1,12075,60.99
NW_006432943.1,12076,50.87
NW_006432943.1,12077,28.83
NW_006436637.1,12078,4.05
NW_006432943.1,12079,3.84
NW_006429782.1,1208,3.31
NW_006432943.1,12080,0.83
NW_006432943.1,12081,40.1
NW_006432943.1,12082,2.21
NW_006432943.1,12083,7.5
NW_006432943.1,12084,2.94
NW_006432943.1,12085,11.06
NW_006432943.1,12086,15.77
NW_006432943.1,12087,3.84
NW_006432943.1,12088,25.19
NW_006432943.1,12089,8.09
NW_006429782.1,1209,8.5
NW_006432943.1,12090,2.63
NW_006432943.1,12091,3.46
NW_006432943.1,12092,1.89
NW_006432943.1,12093,4.63
NW_006432943.1,12094,6.33
NW_006432943.1,12095,4.28
NW_006432943.1,12096,0.0
NW_006432943.1,12097,6.46
NW_006432943.1,12098,1.86
NW_006432943.1,12099,3.76
NW_006429596.1,121,0.0
NW_006429782.1,1210,5.31
NW_006432943.1,12100,6.21
NW_006432943.1,12101,5.79
NW_006432943.1,12102,1.53
NW_006432943.1,12103,5.32
NW_006432943.1,12104,6.09
NW_006432943.1,12105,6.71
NW_006432943.1,12106,0.0
NW_006432943.1,12107,4.24
NW_006432943.1,12108,1.53
NW_006432943.1,12109,7.22
NW_006429782.1,1211,6.89
NW_006432943.1,12110,2.75
NW_006432943.1,12111,0.0
NW_006432943.1,12112,0.6
NW_006432943.1,12113,7.64
NW_006432943.1,12114,0.0
NW_006432943.1,12115,5.52
NW_006432943.1,12116,5.64
NW_006432943.1,12117,3.02
NW_006432943.1,12118,5.25
NW_006432943.1,12119,5.56
NW_006429782.1,1212,33.13
NW_006432943.1,12120,5.54
NW_006432943.1,12121,2.48
NW_006432943.1,12122,6.05
NW_006432943.1,12123,3.67
NW_006432943.1,12124,6.05
NW_006432943.1,12125,9.14
NW_006432943.1,12126,6.21
NW_006432943.1,12127,15.41
NW_006432943.1,12128,25.7
NW_006432943.1,12129,4.34
NW_006429782.1,1213,6.17
NW_006432943.1,12130,2.48
NW_006432943.1,12131,3.75
NW_006432943.1,12132,13.57
NW_006432943.1,12133,2.15
NW_006432943.1,12134,0.0
NW_006432943.1,12135,9.1
NW_006432943.1,12136,3.81
NW_006432943.1,12137,7.14
NW_006432943.1,12138,8.05
NW_006432943.1,12139,5.42
NW_006429782.1,1214,4.8
NW_006432943.1,12140,36.67
NW_006432943.1,12141,3.87
NW_006432943.1,12142,49.0
NW_006432943.1,12143,120.96
NW_006432943.1,12144,13.05
NW_006432943.1,12145,1.37
NW_006432943.1,12146,0.0
NW_006432943.1,12147,1.44
NW_006432943.1,12148,29.97
NW_006432943.1,12149,71.99
NW_006429782.1,1215,0.0
NW_006432943.1,12150,124.26
NW_006432943.1,12151,10.4
NW_006432943.1,12152,17.26
NW_006432943.1,12153,2.06
NW_006432943.1,12154,37.64
NW_006432943.1,12155,11.84
NW_006432943.1,12156,11.94
NW_006432943.1,12157,67.51
NW_006432943.1,12158,4.74
NW_006432943.1,12159,5.07
NW_006429782.1,1216,3.37
NW_006432943.1,12160,1.55
NW_006432943.1,12161,0.6
NW_006432943.1,12162,1.69
NW_006432943.1,12163,0.0
NW_006432943.1,12164,3.57
NW_006432943.1,12165,6.62
NW_006432943.1,12166,0.56
NW_006432943.1,12167,138.2
NW_006432943.1,12168,15.18
NW_006432943.1,12169,4.74
NW_006429782.1,1217,1.33
NW_006432943.1,12170,0.0
NW_006443138.1,12171,10.39
NW_006432943.1,12172,31.75
NW_006432943.1,12173,3.21
NW_006432943.1,12174,7.07
NW_006432943.1,12175,10.51
NW_006432943.1,12176,3.06
NW_006432943.1,12177,17.77
NW_006432943.1,12178,0.0
NW_006432943.1,12179,3.66
NW_006429782.1,1218,8.81
NW_006432943.1,12180,0.0
NW_006432943.1,12181,0.0
NW_006432943.1,12182,2.13
NW_006432943.1,12183,5.39
NW_006432943.1,12184,4.59
NW_006432943.1,12185,3.6
NW_006432943.1,12186,0.0
NW_006432943.1,12187,7.88
NW_006432943.1,12188,4.14
NW_006432943.1,12189,8.36
NW_006429782.1,1219,4.88
NW_006432943.1,12190,6.86
NW_006432943.1,12191,5.29
NW_006432943.1,12192,4.34
NW_006432943.1,12193,17.7
NW_006432943.1,12194,9.3
NW_006432943.1,12195,7.46
NW_006432943.1,12196,5.33
NW_006432943.1,12197,8.11
NW_006432943.1,12198,6.83
NW_006432943.1,12199,0.72
NW_006429596.1,122,3.49
NW_006429782.1,1220,3.06
NW_006432943.1,12200,3.67
NW_006432943.1,12201,8.64
NW_006432943.1,12202,4.26
NW_006432943.1,12203,5.59
NW_006432943.1,12204,4.21
NW_006432943.1,12205,2.03
NW_006432943.1,12206,2.2
NW_006432943.1,12207,6.6
NW_006432943.1,12208,0.0
NW_006432943.1,12209,4.35
NW_006429782.1,1221,1.77
NW_006432943.1,12210,4.25
NW_006432943.1,12211,4.18
NW_006432943.1,12212,6.52
NW_006432943.1,12213,4.62
NW_006432943.1,12214,2.71
NW_006432943.1,12215,1.3
NW_006432943.1,12216,2.48
NW_006432943.1,12217,4.07
NW_006432943.1,12218,2.03
NW_006432943.1,12219,0.0
NW_006429782.1,1222,6.04
NW_006432943.1,12220,0.0
NW_006432943.1,12221,3.35
NW_006432943.1,12222,5.89
NW_006432943.1,12223,2.68
NW_006432943.1,12224,4.27
NW_006432943.1,12225,7.37
NW_006432943.1,12226,3.49
NW_006432943.1,12227,4.89
NW_006432943.1,12228,6.57
NW_006432943.1,12229,3.17
NW_006429782.1,1223,4.31
NW_006432943.1,12230,1.93
NW_006432943.1,12231,11.87
NW_006432943.1,12232,0.0
NW_006432943.1,12233,7.66
NW_006432943.1,12234,0.0
NW_006432943.1,12235,6.6
NW_006432943.1,12236,6.13
NW_006432943.1,12237,4.93
NW_006432943.1,12238,4.95
NW_006432943.1,12239,10.78
NW_006429782.1,1224,2.78
NW_006432943.1,12240,4.07
NW_006432943.1,12241,1.85
NW_006432943.1,12242,4.1
NW_006432943.1,12243,5.55
NW_006432943.1,12244,1.99
NW_006432943.1,12245,3.83
NW_006432943.1,12246,2.23
NW_006432943.1,12247,6.08
NW_006432943.1,12248,2.23
NW_006432943.1,12249,7.13
NW_006429782.1,1225,3.45
NW_006432943.1,12250,7.1
NW_006432943.1,12251,9.52
NW_006432943.1,12252,4.42
NW_006432943.1,12253,3.68
NW_006432943.1,12254,10.45
NW_006432943.1,12255,3.47
NW_006432943.1,12256,4.21
NW_006432943.1,12257,6.68
NW_006432943.1,12258,5.89
NW_006432943.1,12259,4.77
NW_006429782.1,1226,3.22
NW_006432943.1,12260,13.76
NW_006432943.1,12261,7.01
NW_006432943.1,12262,4.79
NW_006432943.1,12263,1.51
NW_006432943.1,12264,4.96
NW_006432943.1,12265,3.24
NW_006432943.1,12266,0.0
NW_006432943.1,12267,1.42
NW_006432943.1,12268,2.88
NW_006432943.1,12269,2.31
NW_006429782.1,1227,3.44
NW_006432943.1,12270,0.0
NW_006432943.1,12271,0.0
NW_006432943.1,12272,4.12
NW_006432943.1,12273,3.26
NW_006432943.1,12274,5.08
NW_006432943.1,12275,8.36
NW_006432943.1,12276,6.83
NW_006432943.1,12277,5.5
NW_006432943.1,12278,5.73
NW_006432943.1,12279,2.2
NW_006429782.1,1228,3.6
NW_006432943.1,12280,6.27
NW_006432943.1,12281,4.11
NW_006432943.1,12282,5.33
NW_006432943.1,12283,4.86
NW_006432943.1,12284,5.35
NW_006432943.1,12285,4.52
NW_006432943.1,12286,3.29
NW_006432943.1,12287,4.85
NW_006432943.1,12288,4.67
NW_006432943.1,12289,4.91
NW_006429782.1,1229,6.12
NW_006432943.1,12290,5.99
NW_006432943.1,12291,12.23
NW_006432943.1,12292,4.63
NW_006432943.1,12293,4.41
