Accession,FPKM
XM_006906684.2,5.64
XM_006906684.2,2.9
XM_006906684.2,0.6
XM_015585455.1,7.24
XM_015585412.1,8.33
XM_006903856.2,4.22
XM_006904162.2,10.9
XM_015585412.1,3.01
XM_015585412.1,0.0
XM_015585412.1,1.88
XM_015585412.1,10.97
XM_015585412.1,3.04
XM_015585412.1,5.48
XM_015585412.1,1.09
XM_015585412.1,8.84
XM_015585412.1,1.87
XM_015585412.1,3.32
,,,
XM_015585412.1,10.0
XM_015585412.1,31.42
,,,
XM_015585412.1,6.33
XM_015585412.1,4.33
XM_006906692.2,12.24
XM_006906692.2,1.07
XM_006906692.2,0.97
XR_001516418.1,0.0
XR_001516418.1,0.0
,,,
XM_006906695.2,21.72
XM_015585404.1,1.69
XM_015585403.1,10.23
XM_015585398.1,5.63
XM_015585398.1,3.13
XM_015585399.1,5.03
XM_015585399.1,8.75
XM_006906697.2,4.93
XM_015585398.1,0.78
XM_006906698.2,4.15
,,,
XM_015585457.1,2.47
XM_015585457.1,0.0
XM_015585457.1,3.6
XM_006906703.2,15.64
XM_006906703.2,3.23
XM_006906791.1,3.75
XM_006906791.1,3.27
XM_006906791.1,34.79
XM_006906713.2,2.1
XM_006906713.2,2.28
XR_001516466.1,0.0
XM_006906713.2,18.5
XM_006906713.2,2.94
XM_006906713.2,0.0
XM_015585387.1,4.46
XM_015585387.1,6.2
XM_015585387.1,1.66
XM_015585387.1,1.27
XM_015585387.1,8.91
XM_006906714.2,11.78
XM_006906714.2,0.0
,,,
XM_006906714.2,1.87
XM_015585434.1,5.6
XM_015585433.1,0.0
XM_015585433.1,3.48
XM_015585434.1,0.0
XM_006906716.2,4.78
XM_006906716.2,16.87
XM_006906716.2,4.29
XM_015585424.1,15.27
XM_006906720.2,23.84
,,,
"100.00
",7.1
XM_006906723.2,4.99
XM_006906723.2,23.41
XM_006906727.2,5.42
XM_006906729.2,56.87
XM_006906729.2,28.68
XM_006906732.2,11.29
XM_006927110.2,323.84
XM_006927110.2,47.39
XM_006906736.2,8.15
,,,
XM_006906736.2,807.96
"100.00
",0.0
XM_006906739.2,5.61
XM_006906741.2,17.25
XM_006906741.2,13.49
XM_006906741.2,0.0
XM_006906742.2,5.0
XM_015585390.1,2.18
XM_006906760.2,9.93
XR_439091.2,3.98
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585492.1,3.59
,,,
XM_006906804.1,7.51
XM_015585470.1,4.22
,,,
XM_015599482.1,3.13
,,,
XM_015585477.1,6.73
XM_015585477.1,3.99
,,,
,,,
,,,
,,,
,,,
XM_015585475.1,4.3
XM_015585475.1,8.12
,,,
,,,
XM_015585475.1,11.8
XM_015585475.1,16.29
XM_015585475.1,0.0
"100.00
",3.15
XM_015585473.1,5.87
,,,
,,,
,,,
,,,
XM_006906811.2,0.0
XM_015599536.1,0.98
,,,
XM_006906811.2,3.43
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"100.00
",4.61
XM_015586029.1,23.66
XM_006906813.2,4.5
XM_006906813.2,7.2
XM_015585489.1,0.0
XM_006906815.2,4.63
XM_006906815.2,5.35
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906827.2,7.34
XM_006906827.2,4.3
,,,
,,,
,,,
XM_006906827.2,5.12
"100.00
",7.19
XM_015585486.1,0.0
XM_015585492.1,6.09
XM_015585492.1,0.0
,,,
XM_015585492.1,9.93
XM_015585471.1,2.62
XM_006906807.2,4.94
XM_015585474.1,3.27
XM_006906815.2,2.48
XM_006906818.2,0.76
XM_015585488.1,2.24
XM_015585488.1,3.27
XM_015585486.1,1.8
XM_015585486.1,5.42
,,,
XM_015585486.1,7.07
XM_006906817.2,6.03
XM_015585486.1,0.0
XM_006906817.2,2.99
XM_015585483.1,21.23
XM_006906821.2,22.48
XM_006906809.2,3.08
XM_006906810.2,0.0
XM_006906810.2,9.57
XM_006906811.2,3.26
,,,
XM_006906811.2,5.96
XM_006906811.2,4.59
XM_006906811.2,1.18
XM_006906811.2,2.35
XM_006906811.2,3.87
XM_006906811.2,16.45
XM_006906811.2,6.69
XM_006906813.2,10.28
XM_015585489.1,5.08
XM_015585479.1,2.2
,,,
XM_006906827.2,10.65
XM_006906836.2,4.64
XM_006906837.2,1.17
XM_006906842.2,94.0
XM_006906836.2,12.66
XM_006906848.2,3.45
,,,
,,,
,,,
XM_015585507.1,2.75
XM_015599626.1,2.53
,,,
XM_015585507.1,3.99
,,,
XM_015585548.1,6.98
XM_015585549.1,8.29
XM_015585549.1,1.17
XM_006906862.2,0.0
XM_006906861.2,10.18
XM_015585521.1,1.73
XM_006906862.2,3.33
XM_015599626.1,1.1
XM_006906862.2,9.75
XM_006906863.2,29.4
XM_006906863.2,9.37
XM_006906863.2,13.5
XM_006906863.2,2.08
XM_006906863.2,0.59
XM_006906864.2,9.7
XM_015585539.1,1.39
XM_006906864.2,0.49
XM_006906864.2,8.72
,,,
,,,
XM_006906865.2,12.82
XR_001516422.1,6.02
XR_001516422.1,2.13
XM_006906879.2,21.17
XM_015585508.1,17.55
,,,
,,,
,,,
,,,
,,,
XM_015599774.1,0.0
XM_015585548.1,0.0
,,,
XM_006906872.2,0.0
XM_006906872.2,2.44
XM_015585516.1,4.46
XM_015585516.1,2.35
XM_015585534.1,8.57
XM_015585534.1,5.42
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585523.1,0.0
,,,
,,,
,,,
XM_015585539.1,6.52
,,,
XM_015585539.1,5.72
,,,
,,,
XM_006906865.2,7.27
,,,
,,,
,,,
,,,
XR_001516422.1,0.0
XM_015585518.1,4.31
XM_006904037.2,1.78
XM_015585518.1,9.0
,,,
XM_006906870.2,5.27
XM_006906870.2,3.04
XM_006906870.2,7.89
,,,
,,,
XM_006906879.2,1.12
,,,
XM_015585534.1,8.85
,,,
XM_015585526.1,8.83
XM_015585526.1,6.4
XM_015585528.1,0.0
XM_015585534.1,9.53
,,,
XM_006906855.2,31.48
XM_006906855.2,0.0
XM_015585545.1,0.0
XM_006906858.2,13.44
XM_006906868.2,5.49
,,,
XM_006906868.2,6.86
XM_006906884.2,16.65
XM_006906884.2,6.29
XM_006906884.2,9.58
XM_006906884.2,11.85
XM_006906887.2,2.9
XM_006906887.2,0.0
XM_006906884.2,8.01
XM_006906884.2,0.88
XM_006906884.2,9.51
,,,
XM_006906884.2,2.4
XM_006906886.2,12.3
XM_006906887.2,6.53
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585560.1,4.83
XM_015585560.1,0.0
XM_006906902.2,4.87
,,,
,,,
,,,
XM_006906900.2,6.28
XM_006906900.2,4.38
XM_006906900.2,3.7
XM_006906900.2,6.53
,,,
XM_006906900.2,8.1
XM_015585558.1,2.35
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906894.2,3.7
,,,
,,,
,,,
XM_015585568.1,3.36
XM_006906905.1,4.51
,,,
,,,
,,,
,,,
,,,
XM_006906901.2,12.19
XM_006906900.2,2.91
XM_006906896.2,9.99
XM_006906896.2,8.83
XM_015585558.1,16.65
XM_006906896.2,16.06
XM_015585558.1,4.19
XM_006906896.2,3.82
XM_015585557.1,1.07
XM_015585558.1,6.94
,,,
XM_006906896.2,0.0
XM_006906893.2,48.2
XM_006906894.2,89.98
XM_006906894.2,9.29
XM_006906894.2,5.02
XM_006906890.1,7.39
XM_006906890.1,5.17
XM_006906890.1,37.8
XM_006906890.1,0.0
XM_006906889.2,8.44
,,,
XM_006906890.1,5.95
XM_006906890.1,23.97
XM_006906890.1,1.09
XM_006906890.1,0.22
XM_015585553.1,0.49
XM_015585568.1,18.24
XM_006906911.2,2.24
XM_015585566.1,2.21
XM_015585568.1,0.67
XM_015585568.1,2.09
,,,
XM_006906904.2,61.25
XM_006906900.2,2.99
XM_006906902.2,5.24
XM_006906902.2,3.56
XM_006906897.2,76.03
XM_015585570.1,2.33
XM_015585570.1,10.35
XM_015585570.1,1.27
XM_006906913.2,5.52
XM_006906914.2,10.1
XM_006904037.2,8.62
XM_006906914.2,55.0
XM_006906900.2,0.0
XM_006906939.2,7.24
XM_006906939.2,0.0
XM_006906941.2,3.27
XM_006906941.2,4.43
XM_006906941.2,0.0
XM_006906941.2,2.84
XM_015585590.1,276.49
XM_006906945.2,5.5
,,,
XM_006906945.2,3.09
XM_015585591.1,5.33
XM_015585591.1,0.0
XM_006906955.2,13.11
XM_006906958.2,9.54
XM_006906958.2,7.28
XM_006906958.2,0.0
XM_015585613.1,3.27
XM_015585613.1,5.24
XM_015585613.1,5.24
XM_006904039.2,0.73
XM_015585613.1,0.0
XM_015585613.1,0.0
XM_015585613.1,14.36
XM_015585630.1,40.94
XM_015585586.1,17.04
XM_006906971.2,25.58
XM_015585641.1,35.75
XM_015585641.1,9.32
XM_015585641.1,1.72
XM_015585595.1,28.9
XM_006904039.2,3.02
XM_015585595.1,6.54
XM_015585595.1,25.9
XM_015585595.1,29.21
XM_015585668.1,28.19
XM_006906978.2,4.36
XM_006906978.2,8.7
XM_006906977.2,2.81
XM_015585602.1,7.42
XM_015585632.1,2.47
XM_015585632.1,7.14
XM_015599913.1,4.21
XM_015585632.1,1.2
XM_015585675.1,26.6
XM_006906981.2,12.97
XM_006906982.2,0.0
XM_006906982.2,19.08
XM_006906982.2,1.61
XM_006906982.2,0.4
XM_006906982.2,3.2
XM_006906984.2,40.31
XM_006906985.2,50.76
XM_015586941.1,9.88
XM_015599913.1,5.98
XM_015585585.1,2.76
XM_015585634.1,5.27
XM_015585634.1,8.54
XM_015585634.1,5.59
XM_015585634.1,4.64
XM_015585634.1,8.91
XM_015585634.1,6.43
XM_015585634.1,5.34
XM_015585634.1,5.84
XM_015585634.1,1.8
,,,
XM_015585634.1,7.34
XM_015585634.1,5.02
XM_015585634.1,2.81
XM_015585634.1,5.93
XM_015585634.1,4.04
XM_015585634.1,0.0
XM_015585634.1,4.71
XM_006906987.2,4.48
XM_006906987.2,4.79
XM_006906987.2,3.18
,,,
XM_015585635.1,4.1
XM_015585682.1,4.32
XM_015585682.1,7.55
XM_006906997.2,7.66
XM_006906997.2,6.62
XM_015585674.1,5.04
XM_006906999.2,14.73
XM_006906999.2,14.17
XM_006907004.2,23.44
XM_015585643.1,17.06
XM_015600034.1,0.0
XM_015585642.1,3.82
XM_015585643.1,2.18
XM_015585642.1,2.24
XM_015585643.1,1.76
XM_015585642.1,10.49
XM_015585642.1,1.46
XM_006907010.2,5.21
XR_001516430.1,8.54
XM_015585677.1,2.16
XM_015585677.1,4.74
,,,
XM_006907019.2,1.29
XM_015585677.1,7.63
XM_015585679.1,1.19
XM_015585677.1,0.0
XM_015585677.1,0.0
XM_006907021.2,18.57
XM_006907025.2,4.85
XM_006907022.2,10.3
XM_006907024.2,25.44
XM_006907032.2,7.39
,,,
XM_006907031.2,7.54
XM_006906978.2,4.92
XM_006906937.2,95.27
,,,
XR_001516429.1,3.07
,,,
,,,
XM_006906938.2,3.86
,,,
,,,
,,,
,,,
,,,
XM_006906941.2,2.42
XM_006906941.2,4.58
XM_006906941.2,8.21
XM_006906941.2,10.89
XM_015585590.1,195.94
,,,
,,,
XM_015585653.1,1.9
,,,
,,,
XM_006906945.2,4.69
,,,
,,,
XM_015585591.1,5.02
XM_015585591.1,5.72
XM_006906950.2,4.16
,,,
,,,
,,,
,,,
,,,
XM_006906950.2,2.72
XM_006906950.2,7.68
XM_006906950.2,7.3
XM_006906951.2,2.14
,,,
,,,
XM_006906955.2,7.74
XM_006906955.2,8.11
,,,
,,,
,,,
XM_006906955.2,0.0
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906956.2,6.09
,,,
XM_015586941.1,6.28
,,,
XM_006906957.2,6.43
XM_006906957.2,1.71
,,,
,,,
XM_015585593.1,4.95
XM_015585593.1,8.52
,,,
,,,
,,,
,,,
,,,
XM_006907040.2,4.9
XM_006907040.2,18.07
XM_006907040.2,8.35
XM_006907040.2,10.35
XM_006907040.2,7.59
XM_006906958.2,6.68
XM_006906958.2,6.7
XM_015585587.1,0.0
,,,
XM_015585587.1,6.22
"100.00
",3.89
XM_015585583.1,3.47
XM_015585583.1,6.42
XM_015585583.1,9.26
XM_015585583.1,6.31
XM_015585583.1,5.43
,,,
,,,
,,,
XR_001516433.1,2.52
XM_006906963.2,4.08
XM_006904043.2,2.05
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585628.1,1.71
XM_015585628.1,3.43
,,,
,,,
,,,
,,,
XM_006907042.1,6.54
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585673.1,0.0
,,,
,,,
XM_006908171.2,11.32
XM_015585659.1,8.9
XM_015585659.1,8.94
XM_015585659.1,9.28
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906971.2,27.27
XM_006906971.2,0.0
,,,
,,,
,,,
,,,
,,,
XM_006907046.2,0.0
XM_006907046.2,3.78
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585595.1,0.0
,,,
,,,
,,,
,,,
XM_015585668.1,0.0
,,,
"100.00
",7.85
"100.00
",6.67
"100.00
",1.98
"100.00
",3.78
"100.00
",6.47
XM_006906976.2,6.22
XM_006906976.2,8.38
,,,
XM_006906976.2,2.34
XM_006906976.2,2.35
,,,
,,,
XM_006906978.2,1.12
,,,
,,,
,,,
XM_015585632.1,9.91
XM_015585632.1,7.04
XM_015586941.1,9.74
,,,
,,,
,,,
,,,
XM_006906981.2,0.0
XM_006906983.2,8.06
,,,
,,,
,,,
XM_006906984.2,12.69
,,,
,,,
,,,
XM_006906988.2,4.67
,,,
,,,
XM_006906988.2,10.61
XM_006906988.2,16.26
XM_006906988.2,0.0
,,,
,,,
,,,
"100.00
",0.0
,,,
,,,
XM_006906989.2,11.12
XM_015585664.1,4.22
,,,
XM_006906997.2,1.08
XM_006906997.2,7.01
,,,
XM_015585651.1,8.57
XM_006906997.2,7.99
XM_015600230.1,12.24
XM_006906998.2,0.0
,,,
,,,
,,,
,,,
XM_015585598.1,4.46
XM_015585598.1,4.42
XM_015585598.1,6.95
XM_015585598.1,4.91
XM_015585598.1,2.73
,,,
XM_015585598.1,4.41
XM_015585598.1,2.52
XM_015585598.1,3.09
XM_006907000.2,4.95
,,,
,,,
XM_006907005.2,0.0
,,,
,,,
,,,
,,,
XM_015585600.1,6.73
XM_015585600.1,8.12
XM_015585623.1,4.3
XM_015585626.1,2.96
XM_015585621.1,9.05
XM_015585642.1,10.88
,,,
,,,
XM_015585604.1,2.69
XM_015585604.1,4.67
,,,
XM_015585581.1,5.29
XM_015585581.1,9.27
XM_015585581.1,9.55
,,,
XM_006907016.2,6.63
XM_015585677.1,3.71
,,,
,,,
,,,
,,,
XM_006904047.2,0.0
,,,
,,,
,,,
,,,
,,,
XM_006907028.2,3.66
XM_006907028.2,0.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585581.1,10.98
,,,
"79.71
",5.41
XM_006906978.2,0.0
XR_001516432.1,0.0
"100.00
",2.08
,,,
XM_015585621.1,3.11
,,,
XM_006906938.2,21.73
XM_006906938.2,12.85
XM_006906938.2,2.71
XM_015586941.1,4.16
,,,
XM_006906938.2,5.88
XM_006906938.2,1.78
XM_006906940.2,23.9
XM_006906944.2,4.22
XM_006906944.2,13.59
XM_015585612.1,14.62
XM_006906947.2,17.1
XM_006906947.2,10.26
XM_015585633.1,7.18
XM_006906947.2,2.61
XM_006904049.2,0.0
XM_015585633.1,1.25
XM_006906947.2,3.39
XM_006906950.2,46.98
XM_006906950.2,41.39
XM_006906950.2,6.8
XM_006906952.2,3.13
XM_006906951.2,4.97
XM_006906956.2,10.46
XM_006906956.2,212.98
XM_006906956.2,3.99
,,,
XM_006906957.2,6.52
,,,
XM_015585593.1,4.97
XM_015585593.1,5.92
XM_006907040.2,8.36
XM_006907040.2,0.32
XM_006907040.2,1.91
XM_015585583.1,8.95
XM_015585583.1,0.0
XR_001516433.1,1.85
,,,
XR_001516433.1,0.0
XR_001516432.1,4.49
XM_015585616.1,3.64
XM_015585616.1,0.0
XM_006906963.2,6.65
XM_015585627.1,0.0
XM_015585627.1,6.22
XM_015585628.1,1.47
XM_015585629.1,1.31
XM_015585628.1,1.26
XM_006904178.2,15.6
XM_015585628.1,3.78
XM_015585629.1,2.5
XM_006906966.2,45.66
XM_006907042.1,3.7
XM_006907042.1,7.61
XM_006906967.2,11.9
XM_015585673.1,1.75
XM_015585659.1,1.75
XM_015585659.1,10.38
,,,
XM_006904178.2,2.39
XM_006906975.2,28.34
"100.00
",2.31
XM_006906976.2,4.23
XM_015585661.1,2.18
XM_006906976.2,7.37
XM_006906983.2,12.55
XM_006906988.2,2778.11
XM_006906988.2,8.09
XM_006906988.2,15.06
XM_006906988.2,8.8
,,,
XM_006906988.2,24.93
XM_006906988.2,2.16
XM_006906988.2,1377.86
XM_006906998.2,7.43
XM_006906998.2,0.91
,,,
XM_006907056.2,5.32
XM_006907056.2,0.0
XM_006907056.2,6.31
XM_006907056.2,3.48
,,,
XM_006907056.2,4.96
XM_006907000.2,0.52
XM_006907000.2,31.33
XM_015585662.1,0.52
XM_006907001.2,10.5
XM_006907008.2,23.05
XM_015585623.1,4.87
XM_015585623.1,3.47
XM_015585620.1,9.33
XM_015585621.1,9.67
,,,
XM_015585621.1,2.48
XM_015585581.1,3.16
XM_006907016.2,8.54
XM_006907016.2,10.17
XM_006907020.1,12.7
XM_006907029.2,10.58
XM_006907030.2,12.33
XM_006907033.2,72.44
XM_015585631.1,8.83
,,,
,,,
,,,
XM_015585684.1,11.77
XM_015585684.1,5.63
,,,
XM_015585686.1,14.78
XM_015585686.1,8.91
XM_015585688.1,1.5
XM_015585688.1,156.9
XM_015585688.1,146.27
