Accession,FPKM
,,,
XM_006903838.2,4.25
XM_006903855.2,7.26
XM_006904132.2,129.28
"100.00
",3.53
XM_006906427.2,8.35
XM_006906427.2,3.8
XM_006906427.2,1.94
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585563.1,12.3
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585236.1,4.05
,,,
,,,
,,,
XM_015585563.1,0.0
,,,
,,,
,,,
,,,
XR_001516400.1,12.21
XM_006906442.2,12.08
XM_006906442.2,10.32
XM_006906442.2,8.97
,,,
XM_006906443.2,0.0
XM_015585563.1,2.73
,,,
,,,
,,,
,,,
,,,
XM_006906444.2,16.01
XM_006906574.2,77.31
XM_006906574.2,56.34
XM_006906446.2,9.79
XM_006906446.2,1.5
XM_015585556.1,13.81
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006904136.2,4.43
,,,
,,,
XM_015585315.1,12.72
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585556.1,3.61
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"87.69
",10.03
,,,
XM_015585563.1,4.59
,,,
XM_006906457.2,46.46
,,,
XM_006906462.2,21.01
XM_015585150.1,8.5
XM_015585150.1,9.67
,,,
XM_015585254.1,6.77
XM_015585254.1,4.44
XM_015585254.1,11.91
XM_015585556.1,1.77
XM_015585254.1,2.6
XM_015585254.1,2.09
XM_015585254.1,3.72
XM_015585254.1,5.77
XM_015585254.1,4.61
XM_015585254.1,4.46
XM_015585254.1,5.5
XM_015585254.1,3.46
XM_006906466.1,9.52
,,,
XM_015586020.1,3.21
,,,
XM_006906468.2,3.78
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585262.1,13.6
XM_015585262.1,3.96
XM_006903851.2,8.84
XM_015586020.1,4.63
,,,
,,,
"100.00
",3.73
"100.00
",4.17
,,,
,,,
,,,
,,,
,,,
,,,
XM_015586020.1,4.23
XM_015585165.1,1.84
XM_015585165.1,7.26
XM_006906474.2,0.0
,,,
,,,
XM_015585166.1,11.92
XM_015585166.1,9.81
XM_015585166.1,13.68
XM_015585166.1,0.71
XM_015585155.1,6.16
XM_015586020.1,4.1
XM_006906477.2,13.13
XM_006906477.2,7.84
XM_006906477.2,8.85
,,,
,,,
XM_006906478.2,5.31
XM_006906478.2,12.39
XM_006906491.2,2.41
XM_006906491.2,1.44
,,,
XM_015586020.1,0.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585253.1,4.62
XM_015585252.1,16.49
XM_015586020.1,0.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_015586020.1,6.78
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906585.2,9.18
XM_006906496.2,12.22
XM_006906496.2,14.67
XM_006906496.2,13.63
XM_015585710.1,10.31
XM_006906496.2,0.0
,,,
XM_015585229.1,4.71
XM_015585229.1,6.54
XM_015585229.1,6.83
,,,
,,,
,,,
,,,
,,,
XM_015585710.1,15.48
,,,
,,,
,,,
XM_015585330.1,11.72
XM_006906589.2,4.03
,,,
,,,
,,,
,,,
,,,
XM_015585710.1,4.77
,,,
,,,
,,,
,,,
XM_015585255.1,5.3
,,,
,,,
,,,
,,,
,,,
XM_006904140.2,4.49
XM_015585209.1,3.9
XM_015585209.1,5.95
XM_006906513.2,1.63
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006903851.2,1.1
XM_006904141.2,26.95
,,,
,,,
XM_006906515.2,0.0
XM_006906515.2,0.0
,,,
XM_015585167.1,45.84
,,,
,,,
,,,
,,,
XM_006904141.2,4.26
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006904141.2,0.71
,,,
,,,
"100.00
",0.0
"100.00
",0.0
,,,
,,,
,,,
,,,
,,,
,,,
XM_015585903.1,19.48
,,,
,,,
,,,
,,,
XM_006906520.2,5.26
XM_006906520.2,4.11
XM_006906520.2,3.86
XM_006906520.2,0.0
XM_006906520.2,3.7
XM_006906520.2,4.52
XM_015585903.1,70.82
,,,
,,,
XM_015585340.1,2.18
,,,
,,,
XM_006906524.2,0.0
XM_006906525.2,2.5
,,,
,,,
,,,
XM_006904143.2,4.31
,,,
,,,
XM_006906527.2,7.26
XM_006906527.2,8.6
XM_006906527.2,11.7
,,,
,,,
,,,
,,,
,,,
XM_006904143.2,0.41
,,,
,,,
,,,
,,,
,,,
XM_015585314.1,7.35
XM_015585314.1,36.84
XM_015585314.1,39.25
