Accession,FPKM
XM_015600425.1,952.32
XM_006903838.2,8.39
XM_006903864.2,11.65
XM_015585183.1,8.32
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006904111.2,24.14
,,,
,,,
,,,
"100.00
",0.0
,,,
,,,
,,,
,,,
,,,
,,,
XM_006904111.2,2.85
,,,
,,,
,,,
,,,
XM_015585595.1,5.51
,,,
,,,
,,,
"100.00
",2.58
"100.00
",5.64
XM_006904111.2,0.0
"100.00
",8.19
,,,
XM_006906976.2,1.89
XM_006906976.2,2.59
XM_006906976.2,2.38
,,,
XM_006906978.2,1.59
XM_006906978.2,3.2
XM_006906978.2,2.16
,,,
XM_006904111.2,3.34
XM_015585602.1,7.01
XM_006906980.2,3.11
XM_015585632.1,2.86
XM_015585632.1,8.96
,,,
,,,
XM_015585675.1,17.85
XM_015585675.1,7.46
XM_006906981.2,0.0
XM_006906983.2,4.87
XM_006904111.2,0.0
,,,
,,,
,,,
,,,
,,,
XM_006906984.2,4.15
,,,
XM_006906988.2,0.0
,,,
,,,
XM_006904115.2,26.43
,,,
,,,
,,,
XM_006906988.2,7.2
XM_006906989.2,0.0
XM_006906989.2,14.74
XM_015585664.1,0.92
,,,
,,,
XM_006906997.2,4.03
XR_001516419.1,3.89
XM_006906997.2,1.88
XM_006906997.2,4.75
XM_006906997.2,6.65
,,,
,,,
,,,
,,,
XM_015585598.1,2.26
XM_006907056.2,5.3
XM_006907056.2,6.07
XR_001516419.1,0.07
XM_006907056.2,4.31
XM_006906999.2,0.0
XM_006906999.2,0.0
,,,
XM_006907005.2,21.94
XM_015585600.1,18.59
,,,
XM_015585621.1,4.29
,,,
,,,
XM_015585203.1,5.92
,,,
XM_015585621.1,7.56
XM_015585621.1,6.99
XM_015585642.1,12.09
XM_015585642.1,6.07
XM_015585642.1,0.11
XM_015585642.1,0.0
XM_015585604.1,2.19
XM_015585604.1,1.93
XM_015585581.1,2.12
XM_006903870.2,102.71
XM_015585203.1,5.49
XM_015585581.1,3.56
XM_015585581.1,4.3
,,,
,,,
,,,
,,,
XM_015585671.1,17.54
,,,
,,,
,,,
XM_015585687.1,7.63
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
XM_006906944.2,2.78
XM_015585687.1,7.63
XM_006906963.2,0.0
XM_006907040.2,8.03
XM_015585634.1,0.0
XM_006906976.2,0.0
XM_015585612.1,0.0
XM_015585674.1,1.88
XM_006906938.2,10.92
XM_006906938.2,8.48
XM_006906938.2,1.49
XM_006906938.2,3.55
XM_015585683.1,3.32
XM_006906940.2,0.6
XM_006906940.2,15.88
XM_006906940.2,28.38
XM_006906940.2,1.38
XM_006906944.2,5.14
XM_015585611.1,2.93
XM_006906944.2,4.22
XM_006906944.2,0.68
XM_006906942.2,3.08
XM_006906944.2,15.58
XM_015585680.1,7.07
XM_015585612.1,21.54
XM_006906947.2,13.59
XM_006906947.2,0.0
XM_006906947.2,0.0
XM_006906947.2,0.43
XM_006906950.2,47.41
XM_006906952.2,6.05
XM_006906952.2,5.22
XM_006906952.2,9.26
XM_006906957.2,7.69
XM_015585683.1,0.0
XM_006906957.2,8.2
,,,
XM_015585593.1,10.17
XM_015585593.1,3.39
XR_001516446.1,4.52
XR_001516448.1,5.83
XM_006907040.2,6.26
XM_006907040.2,6.17
XM_006906959.2,12.78
XM_015585583.1,2.74
XM_015585683.1,11.21
XM_015585583.1,0.0
XM_015585615.1,6.5
XR_001516433.1,1.35
XM_015585616.1,6.38
XM_015585616.1,5.3
XM_006906963.2,4.56
XM_006906963.2,0.65
XM_015585628.1,4.47
XM_015585628.1,2.22
XM_006906966.2,40.76
XM_015585683.1,12.95
XM_006907042.1,4.52
XM_006907042.1,3.85
XM_006907042.1,3.7
XM_006907042.1,3.09
XM_006906967.2,13.78
XM_015585658.1,13.04
XM_015585659.1,4.22
,,,
XM_006906975.2,31.23
"100.00
",6.03
XM_015585683.1,7.06
XM_015585661.1,1.14
XM_015585660.1,5.92
XM_015585660.1,8.11
XM_006906976.2,0.0
XM_006906980.2,0.0
XM_006906980.2,7.33
XM_006906983.2,6.95
XM_006906988.2,2178.77
XM_006906988.2,12.51
XM_006906988.2,7.48
XM_015585683.1,4.52
XM_006906988.2,4.56
XM_006906988.2,8.77
XM_006906988.2,16.21
XM_006906989.2,21.08
XM_006906998.2,3.26
,,,
XM_006907056.2,0.0
XM_006907056.2,4.56
XM_006907056.2,0.0
XM_006907056.2,1.76
,,,
XM_006904125.2,17.93
XM_006907000.2,20.65
XM_006907000.2,1.72
XM_006907000.2,11.65
XM_006907001.2,11.28
XM_006907008.2,16.16
XM_006907008.2,1.71
XM_015585618.1,5.05
XM_015585623.1,0.0
XM_015585623.1,5.6
XM_015585620.1,6.23
XM_006904125.2,28.61
XM_015585621.1,2.75
XM_015585621.1,5.38
XM_015585624.1,0.49
XM_015585625.1,2.98
XM_006907016.2,5.58
XM_006907020.1,0.0
XM_006907029.2,7.64
XM_015585672.1,14.15
XM_006907029.2,1.88
XM_006907033.2,63.13
XM_006904125.2,3.73
XM_006906956.2,168.62
XM_006907056.2,4.11
,,,
XM_006915775.2,29.54
,,,
,,,
